plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
1A3_N10,N10,Plate1_drugs,1,vincristine,treated,0.015625,0.3125,1A3,14,10,0,0,0,0,0,163.7195068,0,0,-615716.4063,35.25828519,-621939.4531,-38.33135796,0,0,0,0,0,-1240.4375,-100.8014836,0,0,0,-621939.4531,-38.33135796,-5259493.875,-31.9887615,-2343265.094,-270.4050443,0,0,0,0,0,-1769563.969,-271.7383807,0,0,0,-2343265.094,-270.4050443,-7313950.969,-615.8534037,0,-1177.593011,0,0,0,-3337827.063,-1519.775849,0,130.6604641,0,81.05403304,0,0,0,0,130.6604641
1A3_N11,N11,Plate1_drugs,1,bendamustine,treated,1,20,1A3,14,11,0,0,0,0,0,208.8684176,0,0,-447398.5,52.60790418,-1001755.125,16.4612614,0,0,0,0,0,17472.9375,42.19155469,0,0,0,-1001755.125,16.4612614,-5642459.125,34.46585277,-2757717.688,-354.6607997,0,0,0,0,0,-1825095.969,-356.5082909,0,0,0,-2757717.688,-354.6607997,-7069170.469,-553.292849,0,-1004.852605,0,0,0,-3546807.875,-1329.306118,0,198.926656,0,179.0682681,0,0,0,0,198.926656
1A3_N12,N12,Plate1_drugs,1,bendamustine,treated,0.5,10,1A3,14,12,0,0,0,0,0,162.8090989,0,0,-216346.4063,66.1185299,-634266.7109,27.78012173,0,0,0,0,0,27033.125,63.44563437,0,0,0,-634266.7109,27.78012173,-5900965.781,53.48375509,-2531424.438,-249.8873742,0,0,0,0,0,-1945904.594,-239.5648591,0,0,0,-2531424.438,-249.8873742,-7448232.063,-453.0383793,0,-937.9724548,0,0,0,-3325103.781,-1377.496792,0,141.4541887,0,130.9317271,0,0,0,0,141.4541887
1A3_N13,N13,Plate1_drugs,1,bendamustine,treated,0.25,5,1A3,14,13,0,0,0,0,0,236.8884588,0,0,-6147.125,23.9932136,-488957.8203,83.54750324,0,0,0,0,0,23866.6875,140.7288097,0,0,0,-488957.8203,83.54750324,-4550770.75,1.345188461,-2344495.281,-173.9437788,0,0,0,0,0,-1945575.5,-148.5325787,0,0,0,-2344495.281,-173.9437788,-6008000.781,-410.7574296,0,-783.2158205,0,0,0,-3052705.406,-1129.343546,0,230.029083,0,273.7471093,0,0,0,0,230.029083
1A3_N14,N14,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,14,14,0,0,0,0,0,64.67301816,0,0,-202240.9688,20.36920709,-484803.9766,-23.92994361,0,0,0,0,0,27767.5,60.47187192,0,0,0,-484803.9766,-23.92994361,-5233533.75,-9.933430146,-2535854.375,-307.0971777,0,0,0,0,0,-2152104.344,-331.3861178,0,0,0,-2535854.375,-307.0971777,-5527724.938,-422.2263642,0,-883.3787387,0,0,0,-2980029.531,-1235.140263,0,44.51874378,0,-88.2855162,0,0,0,0,44.51874378
1A3_N15,N15,Plate1_drugs,1,bendamustine,treated,0.125,2.5,1A3,14,15,0,0,0,0,0,179.7154863,0,0,-384761.8125,-4.361806119,-590324.6406,14.97305093,0,0,0,0,0,4282.6875,59.65462103,0,0,0,-590324.6406,14.97305093,-5156219.844,-61.57707218,-2548013.406,-318.5241536,0,0,0,0,0,-1786280.281,-398.8490206,0,0,0,-2548013.406,-318.5241536,-6236557.125,-517.6954555,0,-1016.834695,0,0,0,-3103010.531,-1306.538651,0,155.8423903,0,192.9511014,0,0,0,0,155.8423903
1A3_N16,N16,Plate1_drugs,1,bendamustine,treated,0.0625,1.25,1A3,14,16,0,0,0,0,0,143.3448597,0,0,-348802.0625,79.56991981,-549382.6406,-132.072815,0,0,0,0,0,28101.71875,-232.2353962,0,0,0,-549382.6406,-132.072815,-5149340.719,-31.10168152,-2364251.781,-377.1934718,0,0,0,0,0,-1917677.063,-440.7337155,0,0,0,-2364251.781,-377.1934718,-6676262.156,-533.1320706,0,-1041.748211,0,0,0,-3372714.281,-1479.822306,0,126.3824547,0,113.4984609,0,0,0,0,126.3824547
1A3_N17,N17,Plate1_drugs,1,bendamustine,treated,0.03125,0.625,1A3,14,17,0,0,0,0,0,5.698208602,0,0,-464057.625,-41.90841883,-670747.0391,-151.3208618,0,0,0,0,0,-15544.6875,-223.6953451,0,0,0,-670747.0391,-151.3208618,-5370839.094,-64.6282362,-2481821.594,-282.1711438,0,0,0,0,0,-1548467.563,-322.0373551,0,0,0,-2481821.594,-282.1711438,-6027162.063,-539.7936109,0,-1035.132852,0,0,0,-2977216.5,-1250.038181,0,-2.952423356,0,76.71608987,0,0,0,0,-2.952423356
1A3_N18,N18,Plate1_drugs,1,bendamustine,treated,0.015625,0.3125,1A3,14,18,0,0,0,0,0,222.6174053,0,0,-520617.125,-43.46268487,-635457.9219,-36.17058167,0,0,0,0,0,-3282.1875,-174.4009801,0,0,0,-635457.9219,-36.17058167,-5035376.844,-94.46710918,-2268263.938,-246.6294939,0,0,0,0,0,-1280180.563,-285.2235212,0,0,0,-2268263.938,-246.6294939,-6022513.688,-553.5468828,0,-901.0551506,0,0,0,-3002230.531,-1191.250194,0,245.5985495,0,366.5291006,0,0,0,0,245.5985495
1A3_N19,N19,Plate1_drugs,1,NP1,treated,1,NULL,1A3,14,19,0,0,0,0,0,-32.54189087,0,0,-242775.4375,-3.920544396,-500325.8359,-98.79343458,0,0,0,0,0,3055.375,-259.1858602,0,0,0,-500325.8359,-98.79343458,-4668989.094,-54.53215622,-2176779.938,-258.5329411,0,0,0,0,0,-1731272.656,-346.7973681,0,0,0,-2176779.938,-258.5329411,-5508796.656,-436.4886775,0,-909.2649698,0,0,0,-2658241,-1170.488316,0,-44.31131496,0,56.11448142,0,0,0,0,-44.31131496
1A3_N20,N20,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,14,20,0,0,0,0,0,-159.393274,0,0,224412,-20.50173284,-513806.7891,-66.32317823,0,0,0,0,0,22767.84375,-262.6974543,0,0,0,-513806.7891,-66.32317823,-4541396.906,-80.88396436,-2385827.688,-307.4055076,0,0,0,0,0,-1348375.406,-425.7159042,0,0,0,-2385827.688,-307.4055076,-5573578.75,-537.752244,0,-969.7386924,0,0,0,-3081042.031,-1370.741113,0,-167.437659,0,-78.192093,0,0,0,0,-167.437659
1A3_N21,N21,Plate1_drugs,1,NP1,treated,0.5,NULL,1A3,14,21,0,0,0,0,0,90.01214637,0,0,-56889.09375,66.41797401,-309198.0391,57.22175417,0,0,0,0,0,35168.4375,34.22724548,0,0,0,-309198.0391,57.22175417,-4447429.281,1.502891291,-2312319,-133.0015632,0,0,0,0,0,-1619085.906,-232.0748869,0,0,0,-2312319,-133.0015632,-5051703.406,-347.8130835,0,-716.8567047,0,0,0,-2848010.094,-1089.078367,0,92.41857017,0,153.2935163,0,0,0,0,92.41857017
1A3_N22,N22,Plate1_drugs,1,NP1,treated,0.25,NULL,1A3,14,22,0,0,0,0,0,-25.49119948,0,0,69336.71875,122.4317596,-4697.476563,376.0320808,0,0,0,0,0,50783.46875,124.9669278,0,0,0,-4697.476563,376.0320808,-4397214.031,0.06239254,-2282706.063,-222.4777467,0,0,0,0,0,-1916947.438,-312.2262469,0,0,0,-2282706.063,-222.4777467,-6117006.813,-513.6520046,0,-887.7674363,0,0,0,-2612306.844,-1152.52077,0,-43.30501013,0,35.61930431,0,0,0,0,-43.30501013
1A3_N23,N23,Plate1_drugs,1,NP1,treated,0.125,NULL,1A3,14,23,0,0,0,0,0,30.69813673,0,0,142043.5625,103.3272664,439401.2266,401.607461,0,0,0,0,0,38316.5,727.9707751,0,0,0,439401.2266,401.607461,-3829482.5,15.57944657,-1964795.375,-40.94896709,0,0,0,0,0,-1499386.719,9.01008218,0,0,0,-1964795.375,-40.94896709,-6284255.969,-443.6500198,0,-673.59917,0,0,0,-2623395.156,-1201.70427,0,37.95143877,0,41.89791044,0,0,0,0,37.95143877
1A3_O02,O02,Plate1_drugs,1,NP1,treated,0.0625,NULL,1A3,15,2,0,0,0,0,0,-377.7982542,0,0,2431118.281,296.0594653,1346971.063,827.9558284,0,0,0,0,0,84842.25,1375.113163,0,0,0,1346971.063,827.9558284,783947.625,43.71827798,-60739.125,-64.49869573,0,0,0,0,0,-1847403.906,143.7247888,0,0,0,-60739.125,-64.49869573,116592.8125,-73.3345074,0,17.4618749,0,0,0,234079.0625,10.10475462,0,-363.3389507,0,-300.8565525,0,0,0,0,-363.3389507
1A3_O03,O03,Plate1_drugs,1,NP1,treated,0.03125,NULL,1A3,15,3,0,0,0,0,0,-539.4661474,0,0,2390841,259.3537877,1293511,822.0939986,0,0,0,0,0,105511.5,1281.159456,0,0,0,1293511,822.0939986,782115.25,80.85190145,-187523.5,-105.6117084,0,0,0,0,0,-1902814.406,128.9726149,0,0,0,-187523.5,-105.6117084,-530433.9688,-152.3185406,0,-163.8589707,0,0,0,-139120.9688,-162.3266245,0,-534.3309001,0,-444.5629454,0,0,0,0,-534.3309001
1A3_O04,O04,Plate1_drugs,1,NP1,treated,0.015625,NULL,1A3,15,4,0,0,0,0,0,-96.26629075,0,0,2420229.781,319.6152638,1370625.023,899.601551,0,0,0,0,0,94333.3125,1563.062286,0,0,0,1370625.023,899.601551,484372.7813,112.8587912,-204232,-39.90501894,0,0,0,0,0,-1882302.344,224.4715278,0,0,0,-204232,-39.90501894,859057.5938,79.91955042,0,3.086352989,0,0,0,471701.0313,155.0745375,0,-75.85414228,0,-47.41918153,0,0,0,0,-75.85414228
1A3_O05,O05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,15,5,0,0,0,0,0,-204.2543368,0,0,2073208.344,270.5820848,1191739.688,823.6849389,0,0,0,0,0,90449.3125,1357.375521,0,0,0,1191739.688,823.6849389,411791.125,49.49578042,-161892.875,-147.2853893,0,0,0,0,0,-1857400.281,67.16058,0,0,0,-161892.875,-147.2853893,1349786.031,52.62179861,0,259.3618394,0,0,0,638773.5,240.6172453,0,-219.75434,0,-212.1900905,0,0,0,0,-219.75434
1A3_O06,O06,Plate1_drugs,1,NP2,treated,1,NULL,1A3,15,6,0,0,0,0,0,-205.26206,0,0,2419268.719,346.2068824,1359941.93,879.9006189,0,0,0,0,0,121761.6875,1414.435076,0,0,0,1359941.93,879.9006189,112332.625,82.9694698,-331523.9688,-212.6238665,0,0,0,0,0,-1751708.438,-10.15605576,0,0,0,-331523.9688,-212.6238665,1196592.969,131.526825,0,260.3935203,0,0,0,521608.125,225.7730024,0,-188.4568865,0,-231.905713,0,0,0,0,-188.4568865
1A3_O07,O07,Plate1_drugs,1,NP2,treated,0.5,NULL,1A3,15,7,0,0,0,0,0,-127.5296549,0,0,2292267.375,318.3230503,1173426.922,836.3285884,0,0,0,0,0,63831.0625,1376.032796,0,0,0,1173426.922,836.3285884,-733070.375,48.59429431,-299681.75,-152.4693924,0,0,0,0,0,-1873843.469,24.40542368,0,0,0,-299681.75,-152.4693924,421374.9063,150.4358358,0,328.6340046,0,0,0,402336.3438,199.9698195,0,-107.6485238,0,-83.16138777,0,0,0,0,-107.6485238
1A3_O08,O08,Plate1_drugs,1,NP2,treated,0.25,NULL,1A3,15,8,0,0,0,0,0,-107.6008338,0,0,1949352.438,264.9715223,1212585.281,788.8915241,0,0,0,0,0,52270.9375,1281.130282,0,0,0,1212585.281,788.8915241,-161946.25,-55.45068569,-429113.0313,-278.2314601,0,0,0,0,0,-1880500.563,-53.02928528,0,0,0,-429113.0313,-278.2314601,-788083.375,-97.41054825,0,16.83843727,0,0,0,-4977.6875,-9.291262183,0,-87.69749638,0,32.5325281,0,0,0,0,-87.69749638
1A3_O09,O09,Plate1_drugs,1,NP2,treated,0.125,NULL,1A3,15,9,0,0,0,0,0,-285.6201435,0,0,2289313.656,400.1129304,1396072.5,871.2302449,0,0,0,0,0,114731.5625,1404.155963,0,0,0,1396072.5,871.2302449,283903.75,160.9264396,-89105.28125,-142.8229862,0,0,0,0,0,-1994577.688,99.05028046,0,0,0,-89105.28125,-142.8229862,-479748.7813,183.1375112,0,162.0631563,0,0,0,175338.9688,-137.231089,0,-293.4856676,0,-239.1792326,0,0,0,0,-293.4856676
1A3_O10,O10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,15,10,0,0,0,0,0,-204.7106021,0,0,2454425.719,415.8240549,1555423.25,982.5061962,0,0,0,0,0,113751.6875,1598.679235,0,0,0,1555423.25,982.5061962,165833.625,98.18898145,-74706.28125,-179.6182834,0,0,0,0,0,-2003777.344,67.07926331,0,0,0,-74706.28125,-179.6182834,395340.4063,113.8363839,0,175.3250974,0,0,0,364795.9375,118.7210094,0,-240.3120558,0,-250.841559,0,0,0,0,-240.3120558
1A3_O11,O11,Plate1_drugs,1,NP2,treated,0.0625,NULL,1A3,15,11,0,0,0,0,0,-159.5616912,0,0,2622743.625,433.1736739,1175607.578,1037.298816,0,0,0,0,0,132465.0625,1741.672273,0,0,0,1175607.578,1037.298816,-217131.625,164.6435957,-489158.875,-263.8740388,0,0,0,0,0,-2059309.344,-17.6906469,0,0,0,-489158.875,-263.8740388,640120.9063,176.3969386,0,348.0655031,0,0,0,155815.125,309.1907407,0,-172.0458639,0,-152.8273239,0,0,0,0,-172.0458639
1A3_O12,O12,Plate1_drugs,1,NP2,treated,0.03125,NULL,1A3,15,12,0,0,0,0,0,-205.62101,0,0,2853795.719,446.6842996,1543095.992,1048.617676,0,0,0,0,0,142025.25,1762.926353,0,0,0,1543095.992,1048.617676,-475638.2813,183.661498,-262865.625,-159.1006133,0,0,0,0,0,-2180117.969,99.25278492,0,0,0,-262865.625,-159.1006133,261059.3125,276.6514084,0,414.9456532,0,0,0,377519.2188,261.0000673,0,-229.5183311,0,-200.963865,0,0,0,0,-229.5183311
1A3_O13,O13,Plate1_drugs,1,NP2,treated,0.015625,NULL,1A3,15,13,0,0,0,0,0,-131.5416501,0,0,3063995,404.5589833,1688404.883,1104.385057,0,0,0,0,0,138858.8125,1840.209528,0,0,0,1688404.883,1104.385057,874556.75,131.5229314,-75936.46875,-83.15701788,0,0,0,0,0,-2179788.875,190.2850653,0,0,0,-75936.46875,-83.15701788,1701290.594,318.9323581,0,569.7022875,0,0,0,649917.5938,509.1533127,0,-140.9434368,0,-58.14848278,0,0,0,0,-140.9434368
1A3_O14,O14,Plate1_drugs,1,NP3,treated,1,NULL,1A3,15,14,0,0,0,0,0,-303.7570907,0,0,2867901.156,400.9349768,1692558.727,996.9076105,0,0,0,0,0,142759.625,1759.95259,0,0,0,1692558.727,996.9076105,191793.75,120.2443128,-267295.5625,-216.3104168,0,0,0,0,0,-2386317.719,7.431526204,0,0,0,-267295.5625,-216.3104168,2181566.438,307.4634234,0,469.5393694,0,0,0,722593.4688,403.3565957,0,-326.4537761,0,-420.1811082,0,0,0,0,-326.4537761
1A3_O15,O15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,15,15,0,0,0,0,0,-188.7146226,0,0,2685380.313,376.2039636,1587038.063,1035.810605,0,0,0,0,0,119274.8125,1759.13534,0,0,0,1587038.063,1035.810605,269107.6563,68.60067077,-279454.5938,-227.7373927,0,0,0,0,0,-2020493.656,-60.03137659,0,0,0,-279454.5938,-227.7373927,1472734.25,211.9943321,0,336.0834128,0,0,0,599612.4688,331.9582075,0,-215.1301295,0,-138.9444906,0,0,0,0,-215.1301295
1A3_O16,O16,Plate1_drugs,1,NP3,treated,0.5,NULL,1A3,15,16,0,0,0,0,0,-225.0852492,0,0,2721340.063,460.1356895,1627980.063,888.7647391,0,0,0,0,0,143093.8438,1467.245322,0,0,0,1627980.063,888.7647391,275986.7813,99.07606143,-95692.96875,-286.4067109,0,0,0,0,0,-2151890.438,-101.9160715,0,0,0,-95692.96875,-286.4067109,1033029.219,196.557717,0,311.169897,0,0,0,329908.7188,158.6745527,0,-244.5900652,0,-218.3971311,0,0,0,0,-244.5900652
1A3_O17,O17,Plate1_drugs,1,NP3,treated,0.25,NULL,1A3,15,17,0,0,0,0,0,-362.7319002,0,0,2606084.5,338.6573508,1506615.664,869.5166923,0,0,0,0,0,99447.4375,1475.785373,0,0,0,1506615.664,869.5166923,54488.40625,65.54950675,-213262.7813,-191.3843829,0,0,0,0,0,-1782680.938,16.78028894,0,0,0,-213262.7813,-191.3843829,1682129.313,189.8961767,0,317.7852563,0,0,0,725406.5,388.4586779,0,-373.9249432,0,-255.1795022,0,0,0,0,-373.9249432
1A3_O18,O18,Plate1_drugs,1,NP3,treated,0.125,NULL,1A3,15,18,0,0,0,0,0,-145.8127035,0,0,2549525,337.1030848,1541904.781,984.6669724,0,0,0,0,0,111709.9375,1525.079738,0,0,0,1541904.781,984.6669724,389950.6563,35.71063377,294.875,-155.842733,0,0,0,0,0,-1514393.938,53.59412281,0,0,0,294.875,-155.842733,1686777.688,176.1429048,0,451.8629574,0,0,0,700392.4688,447.246665,0,-125.3739703,0,34.63350858,0,0,0,0,-125.3739703
1A3_O19,O19,Plate1_drugs,1,NP3,treated,0.0625,NULL,1A3,15,19,0,0,0,0,0,-400.9719997,0,0,2827366.688,376.6452253,1677036.867,922.0441195,0,0,0,0,0,118047.5,1440.294858,0,0,0,1677036.867,922.0441195,756338.4063,75.64558673,91778.875,-167.7461802,0,0,0,0,0,-1965486.031,-7.979724056,0,0,0,91778.875,-167.7461802,2200494.719,293.2011101,0,443.6531382,0,0,0,1044382,468.0085431,0,-415.2838348,0,-275.7811106,0,0,0,0,-415.2838348
1A3_O20,O20,Plate1_drugs,1,NP3,treated,0.03125,NULL,1A3,15,20,0,0,0,0,0,-527.8233828,0,0,3294554.125,360.0640368,1663555.914,954.5143759,0,0,0,0,0,137759.9688,1436.783264,0,0,0,1663555.914,954.5143759,883930.5938,49.29377859,-117268.875,-216.6187467,0,0,0,0,0,-1582588.781,-86.89826021,0,0,0,-117268.875,-216.6187467,2135712.625,191.9375436,0,383.1794157,0,0,0,621580.9688,267.7557463,0,-538.4101789,0,-410.087685,0,0,0,0,-538.4101789
1A3_O21,O21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,15,21,0,0,0,0,0,-278.4179624,0,0,3013253.031,446.9837437,1868164.664,1078.059308,0,0,0,0,0,150160.5625,1733.707964,0,0,0,1868164.664,1078.059308,977898.2188,131.6806342,-43760.1875,-42.21480229,0,0,0,0,0,-1853299.281,106.7427571,0,0,0,-43760.1875,-42.21480229,2657587.969,381.8767042,0,636.0614034,0,0,0,854612.9063,549.418492,0,-278.5539497,0,-178.6020757,0,0,0,0,-278.5539497
1A3_O22,O22,Plate1_drugs,1,NP3,treated,0.015625,NULL,1A3,15,22,0,0,0,0,0,-393.9213083,0,0,3139478.844,502.9975293,2172665.227,1396.869635,0,0,0,0,0,165775.5938,1824.447646,0,0,0,2172665.227,1396.869635,1028113.469,130.2401355,-14147.25,-131.6909858,0,0,0,0,0,-2151160.813,26.59139714,0,0,0,-14147.25,-131.6909858,1592284.563,216.037783,0,465.1506717,0,0,0,1090316.156,485.9760886,0,-414.27753,0,-296.2762877,0,0,0,0,-414.27753
1A3_O23,O23,Plate1_drugs,1,Empty,empty,NULL,NULL,1A3,15,23,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0,NA
2A1_B02,B02,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,2,2,0,0,0,0,0,0,0,0,-3727361.656,-495.9271486,-2350605.844,-983.5752203,0,0,0,0,0,-258878.4688,-1920.637089,0,0,0,-2350605.844,-983.5752203,-3303377,0,-1940538.063,-991.511858,0,0,0,0,0,-2052353.594,-751.4102188,0,-2.6318831,0,-1940538.063,-991.511858,0,0,-568527.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B03,B03,Plate2_drugs,2,lomustine,treated,1,20,2A1,2,3,0,0,0,0,0,0,0,0,-3413464.906,-374.5708506,-2262761.656,-1002.053162,0,0,0,0,0,-275238.1406,-1845.610604,0,0,0,-2262761.656,-1002.053162,-2958384.344,0,-1736023.469,-1093.547881,0,0,0,0,0,-2204736.969,-851.545549,0,-4.596284247,0,-1736023.469,-1093.547881,0,0,-586087.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B04,B04,Plate2_drugs,2,lomustine,treated,0.5,10,2A1,2,4,0,0,0,0,0,0,0,0,-3264889.969,-449.7434989,-2125794.5,-973.5242445,0,0,0,0,0,-247771.8984,-1729.189374,0,0,0,-2125794.5,-973.5242445,-3088645.938,0,-1864662.531,-1117.192134,0,0,0,0,0,-2195586.438,-920.6716808,0,-6.622987768,0,-1864662.531,-1117.192134,0,0,-321745.9063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B05,B05,Plate2_drugs,2,lomustine,treated,0.25,5,2A1,2,5,0,0,0,0,0,0,0,0,-3418412.156,-380.023035,-2054187.563,-904.4360092,0,0,0,0,0,-217782.6172,-1877.51382,0,0,0,-2054187.563,-904.4360092,-3739024.531,0,-1793906.594,-1046.054426,0,0,0,0,0,-2001218.219,-863.3919978,0,-3.266408996,0,-1793906.594,-1046.054426,0,0,-417063.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B06,B06,Plate2_drugs,2,lomustine,treated,0.125,2.5,2A1,2,6,0,0,0,0,0,0,0,0,-3032516.969,-399.4769675,-2198402.688,-1157.394051,0,0,0,0,0,-188570.4219,-1612.448387,0,0,0,-2198402.688,-1157.394051,-3399660.031,0,-1886986.938,-1211.959001,0,0,0,0,0,-2244391.281,-1085.715653,0,-9.290122503,0,-1886986.938,-1211.959001,0,0,-372636.7813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B07,B07,Plate2_drugs,2,lomustine,treated,0.0625,1.25,2A1,2,7,0,0,0,0,0,0,0,0,-3090480.031,-442.2894777,-1959870.531,-970.6189526,0,0,0,0,0,-213158.2813,-1663.410346,0,0,0,-1959870.531,-970.6189526,-3036413,0,-1842370.063,-1011.998871,0,0,0,0,0,-1877010.281,-910.3922907,0,-5.71737359,0,-1842370.063,-1011.998871,0,0,-376433.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B08,B08,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,2,8,0,0,0,0,0,0,0,0,-3384996.063,-337.9994674,-2190370.5,-1037.346102,0,0,0,0,0,-246224.2578,-1770.68257,0,0,0,-2190370.5,-1037.346102,-3812166.063,0,-1930213.438,-1060.658123,0,0,0,0,0,-2129152.313,-930.2095733,0,-5.296724569,0,-1930213.438,-1060.658123,0,0,-252551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B09,B09,Plate2_drugs,2,lomustine,treated,0.03125,0.625,2A1,2,9,0,0,0,0,0,0,0,0,-3381722.125,-283.465444,-2177797.719,-703.1046292,0,0,0,0,0,-222313.1797,-1409.891808,0,0,0,-2177797.719,-703.1046292,-4016046.719,0,-2015877.5,-1140.752894,0,0,0,0,0,-2206552.75,-1064.883237,0,-7.382866174,0,-2015877.5,-1140.752894,0,0,-519892.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B10,B10,Plate2_drugs,2,lomustine,treated,0.015625,0.3125,2A1,2,10,0,0,0,0,0,0,0,0,-3543689.281,-319.67856,-2079733.625,-722.6563546,0,0,0,0,0,-185379.8359,-1496.27255,0,0,0,-2079733.625,-722.6563546,-3704051.125,0,-1827157.438,-1027.678122,0,0,0,0,0,-1849689.75,-850.8454325,0,-5.399175032,0,-1827157.438,-1027.678122,0,0,-408611.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B11,B11,Plate2_drugs,2,fluvastatin,treated,1,20,2A1,2,11,0,0,0,0,0,0,0,0,-2514798.094,-274.8685676,-1829541.281,-772.5964127,0,0,0,0,0,-192657.2891,-1420.134827,0,0,0,-1829541.281,-772.5964127,-3197297.938,0,-1803466.438,-1065.237909,0,0,0,0,0,-2340786.563,-876.5633251,0,-10.50695277,0,-1803466.438,-1065.237909,0,0,-665552.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B12,B12,Plate2_drugs,2,fluvastatin,treated,0.5,10,2A1,2,12,0,0,0,0,0,0,0,0,-3194502.25,-381.6744961,-1964444.25,-864.9163163,0,0,0,0,0,-215350.1641,-1569.93219,0,0,0,-1964444.25,-864.9163163,-3390815.625,0,-2031699.938,-1128.873972,0,0,0,0,0,-2144503.719,-1125.544064,0,-9.278896272,0,-2031699.938,-1128.873972,0,0,-487083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B13,B13,Plate2_drugs,2,fluvastatin,treated,0.25,5,2A1,2,13,0,0,0,0,0,0,0,0,-2840168.25,-344.3079786,-2059975.813,-789.3889507,0,0,0,0,0,-199570.8359,-1500.871702,0,0,0,-2059975.813,-789.3889507,-3475599.813,0,-1929514.813,-1081.254647,0,0,0,0,0,-2138974.906,-1059.412762,0,-6.486150526,0,-1929514.813,-1081.254647,0,0,-541887.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B14,B14,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,2,14,0,0,0,0,0,0,0,0,-2250696,-281.5884841,-1582913.719,-623.9999003,0,0,0,0,0,-142345.2891,-1039.4058,0,0,0,-1582913.719,-623.9999003,-2615001.25,0,-1846417.344,-1015.326762,0,0,0,0,0,-2117700.125,-840.7066653,0,-8.861530266,0,-1846417.344,-1015.326762,0,0,-433922.7188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A1_B15,B15,Plate2_drugs,2,fluvastatin,treated,0.125,2.5,2A1,2,15,0,0,0,0,0,0,0,0,-2952899.375,-387.9842338,-1876094.625,-675.9331938,0,0,0,0,0,-194689.3828,-1285.330444,0,0,0,-1876094.625,-675.9331938,-3383217.875,0,-1826229.938,-1088.924324,0,0,0,0,0,-1949030.656,-972.9016542,0,-6.817352572,0,-1826229.938,-1088.924324,0,0,-480615.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
