plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,TotalInten_MITO,AvgInten_MITO,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
1A3_I15,I15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,9,15,1332,1.238758755,1.58739729,12348426.5,9725.346752,2524.115601,41.18197511,7647110.5,1150.174553,3670280.5,2745.120853,4338,1956.652273,2,1,250320.5,3898.162225,68.5,7.816666667,3670280.5,2745.120853,18490409,2740.601922,6798444.5,5031.335304,2632272,4659.954377,565,13.32545864,3368026,5567.934916,596,19.23258929,6798444.5,5031.335304,17171221,2511.159108,2523926,4711.790291,549,7.531752936,5756494,4206.700291,12382672,9704.252927,5729897.5,10420.89277,559,50.19090909,12382672,9704.252927
1A3_I16,I16,Plate1_drugs,1,CK-636,treated,0.03125,0.625,1A3,9,16,1372,1.214460833,1.503893352,11795651,9288.440707,2313.287937,41.79574925,8790224,1320.920455,4063425,2913.245514,0,0,0,0,261749,4349.790698,65,7.166666667,4063425,2913.245514,19404116,2863.5517,6865433,4900.441462,1592566,4924.824561,312,11.41176471,2052352,5502.792208,373,10.47826087,6865433,4900.441462,17207833,2525.157323,1773056,4506.070175,378,6.050847458,5456264,3830.213443,11762984,9299.078324,5440724,9907.84375,559,44.2,11762984,9299.078324
1A3_I17,I17,Plate1_drugs,1,CK-636,treated,0.015625,0.3125,1A3,9,17,1428,1.214895262,1.510350538,12764678,9261.199215,2243.105891,42.64019313,9511307,1417.63634,4375073,3015.315486,0,0,0,0,344341,4598.614286,76,8.888888889,4375073,3015.315486,20257245,2991.594499,7040416,4881.036545,898538,5122.54375,169,8.620689655,1151557,5624.973913,210,5.618181818,7040416,4881.036545,16214876,2367.807603,1074417,4122.121495,258,4.012987013,5028174,3521.837061,12732891,9225.395657,5846154,9552.803468,630,42.86666667,12732891,9225.395657
1A3_I18,I18,Plate1_drugs,1,eliglustat,treated,1,20,1A3,9,18,1336,1.222315783,1.524241225,11815757,9728.20896,2426.334052,41.24376355,8345807,1270.7028,3865115,2762.994927,8300,2241.2,3,1.142857143,361885,4126.590604,85,9.571428571,3865115,2762.994927,19231957,2913.821563,6463807,4735.310909,1782884,4824.787402,347,9.25,1424868,5305.733696,263,6.15625,6463807,4735.310909,16931141,2531.459877,1798836,4562.587366,377,4.860465116,5406655,3930.612374,11799042,9681.079678,5839011,10177.28571,591,49.39130435,11799042,9681.079678
1A3_I19,I19,Plate1_drugs,1,eliglustat,treated,0.5,10,1A3,9,19,1291,1.224915854,1.526097312,11604966,9986.891043,2463.343052,40.54321463,7987865,1295.284653,3690123,2800.634877,3076,1878.28,1,1,250524,4010.8,66,8,3690123,2800.634877,18331070,2953.270905,6500139,4933.431087,2697415,4802.103152,548,12.71621622,2480295,5483.118919,454,13.3125,6500139,4933.431087,14848510,2343.107674,1965119,4216.01071,459,6.786407767,4768584,3578.87652,11594215,10018.85603,5538352,10513.21782,534,51.85714286,11594215,10018.85603
1A3_I20,I20,Plate1_drugs,1,eliglustat,treated,0.25,5,1A3,9,20,1310.5,1.209663126,1.489825887,11659695.5,9786.204285,2383.975493,40.84825427,8502973.5,1336.780636,3921074,2942.355238,0,0,0,0,301559,4511.191548,69.5,8.468013468,3921074,2942.355238,18488216.5,2889.422704,6505653.5,4852.261099,1551305.5,5071.186558,290.5,11.15142857,1637007,5564.40661,288.5,9.085144928,6505653.5,4852.261099,17464835.5,2747.181129,2080645.5,4876.43527,421.5,6.846593456,5741879,4228.990938,11625380,9759.081262,5419942.5,10209.32369,545,45.92954545,11625380,9759.081262
1A3_I21,I21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,9,21,1303,1.220816967,1.523369702,10926268,9113.886086,2255.945058,40.73120581,8135435,1307.935384,3881709,2917.460185,2633,1617.515152,1,1,277918,4484.359375,62,7.2,3881709,2917.460185,18355500,2870.00558,6630554,4898.681326,1202857,5041.350649,232,10.71428571,1702184,5601.954918,309,9.862745098,6630554,4898.681326,13672892,2178.166191,1178222,3937.460526,281,4.746835443,4596583,3361.757326,10944163,9103.010324,5088843,9611.536748,538,40.81818182,10944163,9103.010324
1A3_I22,I22,Plate1_drugs,1,eliglustat,treated,0.125,2.5,1A3,9,22,1358,1.21727972,1.500217836,12182227,9690.940397,2373.807028,41.58195885,8490877,1325.236765,3987424,2890.917981,0,0,0,0,275824,4449.83871,64,7.375,3987424,2890.917981,18437421,2840.120214,6737116,4838.553672,1343926,5020.815534,265,10.7826087,1622178,5650.037657,284,9.071428571,6737116,4838.553672,15505176,2364.865801,1788062,4183.665871,415,6.181818182,5007287,3648.562424,12158236,9692.015204,5523787,10101.79636,550,45.11111111,12158236,9692.015204
1A3_I23,I23,Plate1_drugs,1,eliglustat,treated,0.0625,1.25,1A3,9,23,1379,1.229404165,1.534006035,11912566,9391.909836,2370.845834,41.90223541,8360242,1233.817446,3861323,2823.864534,12990,2447.833333,5,2,322631,4343.043011,76,8.5,3861323,2823.864534,19267116,2804.129572,6660552,4834.541883,1844752,4728.669725,370,11.32142857,2255432,5432.009662,407,11.04,6660552,4834.541883,15758026,2275.155683,1573612,4096.604167,383,5.810344828,4935760,3529.359681,11904708,9399.809467,5429410,9917.597384,557,41.18181818,11904708,9399.809467
1A3_J02,J02,Plate1_drugs,1,eliglustat,treated,0.03125,0.625,1A3,10,2,1422,1.20756916,1.445152273,12721290,9456.731523,2295.893344,42.55051859,12282330,1985.819594,5946193,4102.025668,0,0,0,0,505659,6389.979592,77,9.5,5946193,4102.025668,20577447,3261.288122,7529437,5207.903253,1266566,5493.951613,230,9.228571429,1543757,5980.083871,262,7.2,7529437,5207.903253,23064562,3764.057497,2887696,6620.218543,434,7.630769231,8318279,5789.034884,12652508,9443.364407,5748268,9790.117828,606,44.36842105,12652508,9443.364407
1A3_J03,J03,Plate1_drugs,1,eliglustat,treated,0.015625,0.3125,1A3,10,3,1448,1.198422046,1.446845471,13629574.5,9754.419094,2372.185374,42.93775566,12130773,1911.231821,5969893,4102.66525,0,0,0,0,462234.5,6233.765538,75,8.902777778,5969893,4102.66525,20695732,3179.777448,7609016.5,5193.145551,1490961.5,5365.487403,263,10.13484848,1889137.5,5932.775915,310,9.037433155,7609016.5,5193.145551,25429418,3948.323117,3715296,7005.232375,515.5,8.807889344,9029995,6123.608389,13589052.5,9741.202075,5907561,10124.78715,578,44.39393939,13589052.5,9741.202075
1A3_J04,J04,Plate1_drugs,1,dynasore,treated,1,20,1A3,10,4,1575,1.203350033,1.494493616,14524979,9232.466426,2291.811472,44.78115991,11168404,1436.887488,5626248,3542.256237,0,0,0,0,433965,5512.313253,79,9.5,5626248,3542.256237,21058451,2707.239905,7411311,4669.702069,2659644,4221.044335,608,8.444444444,3149805,5145.260697,607,12.1025641,7411311,4669.702069,12772158,1624.675719,1461874,2995.657952,483,4.736,4227447,2666.345114,14506537,9196.819801,5995325,9682.534884,637,41.71428571,14506537,9196.819801
1A3_J05,J05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,10,5,1348.5,1.229415465,1.518069792,11699747.5,9409.369274,2320.324164,41.43625788,10502295.5,1689.202606,5483035.5,3903.671887,3400,2447.821429,1,1,452718.5,5850.192873,80,9.25,5483035.5,3903.671887,18930747,2950.876604,7061091.5,5089.310472,1874578.5,4971.546573,353,11.98076923,2347123.5,5752.865278,407,12.73063973,7061091.5,5089.310472,17447660,2785.917974,2552569,4917.92532,510,7.707270069,6341113,4520.160624,11698367,9376.615967,5466312.5,9909.677008,562,47.18888889,11698367,9376.615967
1A3_J06,J06,Plate1_drugs,1,dynasore,treated,0.5,10,1A3,10,6,1493,1.204436716,1.490691139,12879171,9076.357895,2256.295997,43.59984679,11347349,1620.750843,5439278,3638.260972,0,0,0,0,391875,5554.99375,75,8.875,5439278,3638.260972,20921699,2920.828095,7478481,4897.862602,1796111,4846.384817,359,9.961904762,2101693,5578.868275,372,10.49253731,7478481,4897.862602,17090276,2384.990517,2474318,4285.378029,572,6.833333333,5845630,3741.926519,12861770,9069.593931,5778434,9546.126016,606,41.42857143,12861770,9069.593931
1A3_J07,J07,Plate1_drugs,1,dynasore,treated,0.25,5,1A3,10,7,1515,1.201230926,1.46525425,13758542.5,9278.917358,2346.916147,43.91990335,12261530.5,1732.749664,5888825,3906.059202,3713,2495.190476,1,1,492294,5922.956828,88.5,9.651515152,5888825,3906.059202,22205979.5,3043.12471,7676665.5,5067.080892,1699781.5,4993.868601,324.5,8.525925926,2414373.5,5625.865786,430,9.328205128,7676665.5,5067.080892,21244375.5,2931.600125,2266704.5,5260.889073,427,5.06512605,7063514,4726.861112,13663768,9233.1303,6136267.5,9694.864038,654,38.51648352,13663768,9233.1303
1A3_J08,J08,Plate1_drugs,1,dynasore,treated,0.125,2.5,1A3,10,8,1384,1.204575174,1.469495996,11636882,9138.798652,2223.038054,41.97813157,11836008,1819.340435,5588268,3972.649123,0,0,0,0,488938,6025.6,82,9.636363636,5588268,3972.649123,20924727,3138.537533,7407162,5272.946561,1325266,5286.789474,243,9.214285714,2044259,5960.752066,348,8.565217391,7407162,5272.946561,22259054,3377.414462,2526085,5903.763209,420,6.367741935,7640363,5282.4875,11538377,9093.396177,5620599,9467.751121,596,44.36842105,11538377,9093.396177
1A3_J09,J09,Plate1_drugs,1,dynasore,treated,0.0625,1.25,1A3,10,9,1417,1.218973301,1.521872293,11790378,8926.110502,2179.332624,42.4756452,11446510,1703.212162,5553032,3845.778929,0,0,0,0,426464,5805.59375,78,9.6,5553032,3845.778929,20451359,2979.553908,7343399,5120.157394,1907559,5086.020202,353,10.94444444,2296489,5799.400673,394,11.38709677,7343399,5120.157394,21567690,3150.266249,3020462,5789.657143,529,8.435897436,7405906,5105.817414,11819916,8929.888511,5430959,9434.012308,586,44,11819916,8929.888511
1A3_J10,J10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,10,10,1367,1.239650831,1.587042148,11840914,9352.215755,2350.669864,41.7195213,10380491,1460.139235,5129752,3634.629569,9789,2790,3,1.4,433857,5290.717391,85,9.583333333,5129752,3634.629569,20631598,2862.604201,7171131,5192.697714,2409014,4956.894977,490,13.37837838,3085440,5792.106061,500,16.225,7171131,5192.697714,20597684,2863.994695,3295125,5407.736277,609,8.454545455,7175791,5060.41716,11839701,9356.420714,5447311,9925.141343,560,49.90909091,11839701,9356.420714
1A3_J11,J11,Plate1_drugs,1,dynasore,treated,0.03125,0.625,1A3,10,11,1485,1.214267573,1.482770067,13385334,9320.784557,2271.592601,43.48287851,11788267,1761.463386,5695158,3856.129745,0,0,0,0,430620,5724.367089,76,9.333333333,5695158,3856.129745,21285631,3074.665105,7715765,5237.834032,2179747,5095.344891,422,12.18604651,2456388,5885.347926,421,11.54054054,7715765,5237.834032,22124107,3229.923747,3211440,5876.553166,524,8.597014925,7775050,5247.51209,13405513,9326.539599,5614017,9724.551056,574,43.35714286,13405513,9326.539599
1A3_J12,J12,Plate1_drugs,1,dynasore,treated,0.015625,0.3125,1A3,10,12,1405,1.21260632,1.479551977,11754646.5,8698.623222,2119.284625,42.29540559,11553901.5,1773.457926,5664928,3886.66706,0,0,0,0,396083,5670.044859,73,8.725,5664928,3886.66706,20809847.5,3156.158385,7689503,5267.729387,1681331,5347.326089,311,11.64318182,2195602.5,6067.717564,355,11.60434783,7689503,5267.729387,21144969,3237.911334,3057192,5820.386656,506.5,8.321534383,7376764,5096.809198,11718569.5,8745.723491,5205532.5,9183.838045,581.5,40.65686275,11718569.5,8745.723491
1A3_J13,J13,Plate1_drugs,1,LTX-315,treated,1,20,1A3,10,13,516.5,2.098706713,1.572688363,161191.5,201.929593,18.61024207,25.64358706,229379.5,210.9266817,170120,214.0669455,25266.5,244.1377927,104.5,1.248096731,18844,247.3363238,77.5,1.30075188,170120,214.0669455,1471210.5,1381.715832,1052688,1408.136729,37803.5,1580.876623,24.5,1.090277778,35417.5,1603.319444,22.5,1.121428571,1052688,1408.136729,220649,203.5554718,5426,298.4285714,19,1,155781,205.5234451,158676,198.2619008,30577,220.5463944,143.5,1.983990563,158676,198.2619008
1A3_J14,J14,Plate1_drugs,1,LTX-315,treated,0.5,10,1A3,10,14,1475,1.197166413,1.41745835,14873928,10406.06844,2769.657178,43.33622172,9568308,993.0651546,5448322.5,3884.239113,0,0,0,0,578454,6065.088701,96,9.5,5448322.5,3884.239113,25110226,2620.147351,8665478,6227.515209,6544387.5,4897.030446,1342,18.8030303,5494207.5,7239.332503,815.5,48.36538462,8665478,6227.515209,8191938.5,852.9166831,1617042,2118.048337,783,6.781147541,2746363.5,1945.225087,14776384,10328.29384,6287192,11306.36324,554,51.79166667,14776384,10328.29384
1A3_J15,J15,Plate1_drugs,1,LTX-315,treated,0.25,5,1A3,10,15,1466,1.196391992,1.442949698,13811931,9470.974174,2402.323536,43.2038097,11452685,1612.580016,5747205,3906.030429,0,0,0,0,445482,5858.901099,81,9.5,5747205,3906.030429,21721166,3018.665617,8049348,5486.665416,2616086,5039.777311,489,11.51111111,3407501,6083.713551,545,17.375,8049348,5486.665416,8967104,1236.525333,1216099,2598.37549,472,6.038834951,2903551,1952.9224,13776759,9466.464455,6013417,10060.12635,608,46.53846154,13776759,9466.464455
1A3_J16,J16,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,10,16,1354,1.233629309,1.556182055,11530508,9092.078083,2244.928898,41.52067369,9777103,1482.168746,4579697,3366.823177,0,0,0,0,340029,5032.118421,71,8.444444444,4579697,3366.823177,19654865,2929.362643,7034996,5050.763553,1911247,5055.477273,361,12.72,2367885,5674.3075,406,11.76,7034996,5050.763553,17411218,2565.750296,2047396,4844.08642,420,6.960784314,5775099,4163.477794,11521768,9092.71028,5645672,9512.580579,585,44.71428571,11521768,9092.71028
1A3_J17,J17,Plate1_drugs,1,LTX-315,treated,0.125,2.5,1A3,10,17,1418,1.209675534,1.463689528,12679682,9605.223907,2331.74104,42.49063043,10589458,1602.732081,5324843,3704.791864,0,0,0,0,432676,5778.172414,76,9.375,5324843,3704.791864,20182515,2938.376225,7188468,4996.205387,1398363,4972.081395,270,9.366666667,2160314,5607.025806,366,9.301886792,7188468,4996.205387,9979215,1484.288231,1125591,2811.174274,391,5.445945946,3236418,2229.76936,12659971,9557.92237,5770815,9923.317191,587,47.33333333,12659971,9557.92237
1A3_J18,J18,Plate1_drugs,1,LTX-315,treated,0.0625,1.25,1A3,10,18,1377.5,1.214459466,1.476392955,12675300,9513.145475,2244.399558,41.87943905,10972405.5,1763.040817,5323084,3785.052465,0,0,0,0,431787,5995.095677,73,8.869318182,5323084,3785.052465,20314714,3162.751393,7263036.5,5196.427443,1585625.5,5422.674536,283.5,10.88235294,1926709.5,5934.316604,320,9.265558397,7263036.5,5196.427443,13304834.5,2085.11369,1679046.5,3899.95765,417,6.95808747,4344266.5,3066.48443,12625590,9494.237352,5827603,9761.552917,592.5,45.85416667,12625590,9494.237352
1A3_J19,J19,Plate1_drugs,1,LTX-315,treated,0.03125,0.625,1A3,10,19,1330.5,1.215854679,1.488237067,10946284.5,9096.144415,2246.373495,41.15877399,9755696,1539.80608,4659333.5,3446.568861,0,0,0,0,341571,5265.404762,69,8.5,4659333.5,3446.568861,18529722,2934.82159,6719330.5,4961.522364,1798075,4953.097172,348,12.02941176,2175037,5623.192565,386.5,12.23441967,6719330.5,4961.522364,14619967,2271.572587,2149902.5,4243.566679,502,7.866071429,4947669.5,3601.19738,10954115,9128.409294,5319297,9581.527847,560.5,45.14264706,10954115,9128.409294
1A3_J20,J20,Plate1_drugs,1,LTX-315,treated,0.015625,0.3125,1A3,10,20,1362,1.218355019,1.485280894,12011465,9721.793561,2393.666517,41.64315382,10180916,1597.799447,4901683,3570.407567,0,0,0,0,348784,5442.210526,66,8.2,4901683,3570.407567,20093315,3003.056204,7252546,5158.384298,1581324,5320.203053,276,10.84210526,1882353,5944.695783,317,10.95,7252546,5158.384298,18631173,2846.179018,2265768,5297.193084,419,7.333333333,6425801,4578.089898,11990481,9724.512217,5704519,10146.35411,566,48.18181818,11990481,9724.512217
1A3_J21,J21,Plate1_drugs,1,rolipram,treated,1,20,1A3,10,21,1384,1.237137745,1.568933354,12451377,9568.684884,2390.230983,41.97812883,9167855,1335.445209,4408001,3181.733738,3408.5,2297.051282,1,1,350317.5,4899.094113,73,8.870833333,4408001,3181.733738,19737193.5,2800.783537,6884091.5,4922.023461,2142974,4820.617949,431.5,11.70204034,2490814,5493.790286,442.5,13.18383838,6884091.5,4922.023461,18719818.5,2689.073195,2580368,5113.458053,492,7.453751066,6252319.5,4486.418269,12472395.5,9582.772638,5735676.5,10034.90238,578,42.48484848,12472395.5,9582.772638
1A3_J22,J22,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,10,22,1368,1.237351864,1.586035479,12255360,9513.032381,2358.250512,41.73477803,8726285,1225.506441,3992642,2892.036974,0,0,0,0,300077,4456.6,70,8.4,3992642,2892.036974,19554842,2694.160593,6907656,4990.654197,2293399,4743.584437,472,12.32653061,2812776,5556.202425,507,16.2,6907656,4990.654197,17099129,2364.539926,2306239,4461.959432,509,7.346153846,5597398,3948.21256,12297279,9520.318081,5536262,9944.790524,561,49.18181818,12297279,9520.318081
1A3_J23,J23,Plate1_drugs,1,rolipram,treated,0.5,10,1A3,10,23,1365.5,1.226457578,1.518004489,11573447.5,9290.281094,2255.043228,41.69662504,8811150,1341.431982,4130801.5,2932.438718,0,0,0,0,301255,4445.280702,69,7.676190476,4130801.5,2932.438718,19324034,2888.075708,6841859,4843.449064,1192876.5,4961.702489,230,8.779040404,1766081.5,5497.747057,314,7.843582888,6841859,4843.449064,17207583,2558.758458,1739259.5,4497.314327,366.5,5.498431373,5655561.5,4029.797415,11547494,9273.517882,5395091.5,9641.658729,555,39.25649351,11547494,9273.517882
1A3_K02,K02,Plate1_drugs,1,rolipram,treated,0.25,5,1A3,11,2,1425,1.211909082,1.475204619,13141914,9875.658727,2457.322969,42.59537946,8302019,1307.059614,3973857,2758.886905,0,0,0,0,287738,4183.352941,69,7.75,3973857,2758.886905,18632062,2849.471395,6666506,4596.742289,1548691,4563.850575,331,8.592592593,2048722,5147.5,393,8.475,6666506,4596.742289,15671577,2391.860107,1600727,4050.058647,385,4.755905512,5221083,3599.343796,13179174,9839.058047,6047335,10306.99655,591,45.85,13179174,9839.058047
1A3_K03,K03,Plate1_drugs,1,rolipram,treated,0.125,2.5,1A3,11,3,1416,1.218068803,1.473487129,12972781,10061.79051,2470.422089,42.46065467,8305057,1338.182549,4021125,2854.744612,0,0,0,0,271635,4246.710354,65,7.441558442,4021125,2854.744612,18340632,2917.944605,6834853,4793.44221,1910318.5,4774.903057,380.5,11,2084517,5399.919516,363.5,9.986111111,6834853,4793.44221,16677980,2618.290786,2062655.5,4556.291174,420,6.213428875,5631244,3974.82975,13031555,10028.9473,5700847.5,10574.05919,564.5,45.23737374,13031555,10028.9473
1A3_K04,K04,Plate1_drugs,1,rolipram,treated,0.0625,1.25,1A3,11,4,1356,1.220175903,1.483540326,11589552,9306.223256,2281.030457,41.55132757,8176780,1266.538405,3746579,2706.006256,3140,1955.788462,1,1,302510,4063.797468,75,8,3746579,2706.006256,18859737,2827.857119,6465446,4609.872222,1618332,4610.035714,337,9.75,1815242,5152.465704,354,7.933333333,6465446,4609.872222,15685904,2360.483374,1452855,4073.137931,346,4.604166667,4984683,3561.165228,11568132,9313.55814,5552320,9696.694672,573,42.64705882,11568132,9313.55814
1A3_K05,K05,Plate1_drugs,1,rolipram,treated,0.03125,0.625,1A3,11,5,1340,1.21537893,1.485432722,12036640,9973.708615,2449.414431,41.30545957,8186716,1314.113125,3876747,2807.652023,0,0,0,0,284222,4303.724138,65,7.9,3876747,2807.652023,18444061,2923.804225,6647070,4814.594961,1563385,4905.203947,312,10.25,1963538,5454.055118,356,9.827586207,6647070,4814.594961,15621727,2455.00919,1789906,4282.546083,407,6.20754717,4970864,3637.286999,12076515,9981.020761,5744538,10421.10112,558,49.90909091,12076515,9981.020761
1A3_K06,K06,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,11,6,1372,1.231096353,1.546020159,13095779,9929.120861,2486.737269,41.79574925,7814479,1246.130967,3972865,2814.47921,2378,1959.428571,1,1,278625,4214.338583,68,7.833333333,3972865,2814.47921,18211890,2798.3122,6612582,4778.298851,1604743,4889.06087,322,12.18181818,1779193,5493.464912,324,10.76190476,6612582,4778.298851,15914515,2447.1547,1764493,4463.832432,396,6.141732283,5386182,3834.22048,13017846,9914.171159,5785629,10376.0018,561,46.58333333,13017846,9914.171159
1A3_K07,K07,Plate1_drugs,1,rolipram,treated,0.015625,0.3125,1A3,11,7,1391,1.207393989,1.45841696,12571562.5,9578.069686,2432.732032,42.08415624,8667652,1340.969149,4108168.5,2869.156346,4403.5,2258.25,2,1,344429,4323.720603,81,8.809090909,4108168.5,2869.156346,18905816.5,2912.617248,6802895,4730.087564,1164488.5,4951.016937,230.5,8.787137681,1665474.5,5391.510577,303,7.134721131,6802895,4730.087564,16236861,2479.525262,1279952,4275.781547,287,4.027293028,5348821,3743.408651,12543449.5,9559.097573,5949382,10043.17826,599,44.25490196,12543449.5,9559.097573
1A3_K08,K08,Plate1_drugs,1,FCCP,treated,1,20,1A3,11,8,1265.5,1.218460748,1.545434316,11096974,9380.77711,2353.164728,40.14080315,6646739,923.6550029,2993634,2344.525067,29399.5,2126.536842,13,1.94494721,349761,3416.213088,104.5,10.79004329,2993634,2344.525067,18124385.5,2482.308393,6028935,4689.863245,3238898,4004.873582,818,9.308658392,3682137.5,5025.571562,741,21.12545455,6028935,4689.863245,14870208.5,1995.413073,1602743.5,3552.221961,441,3.722253734,4777444.5,3663.187804,11035105.5,9336.4269,5698585.5,9726.306329,575,47.71875,11035105.5,9336.4269
1A3_K09,K09,Plate1_drugs,1,FCCP,treated,0.5,10,1A3,11,9,1382,1.215861089,1.51230483,11591022.5,9469.668463,2372.595849,41.9477786,6960318,908.3467194,3247029.5,2240.256039,2366,1713.819231,1,1,265096,3461.952039,77.5,9.3625,3247029.5,2240.256039,18939104.5,2443.812996,6312711,4360.422514,3020848.5,3849.878974,788.5,10.28046308,2674931,4835.440667,551,14.78939394,6312711,4360.422514,16000440,2058.505276,2048530,3490.088141,575.5,4.729026771,5129621,3587.969012,11542865,9502.373688,5596212.5,9988.954435,565,44.41183575,11542865,9502.373688
1A3_K10,K10,Plate1_drugs,1,FCCP,treated,0.25,5,1A3,11,10,1378,1.198896164,1.462071662,11560868,9148.756953,2261.243118,41.88703967,8379998.5,1205.541108,3695945.5,2647.069662,0,0,0,0,247210,3878.25,63,7.428571429,3695945.5,2647.069662,19675658.5,2785.10249,6483562.5,4643.31102,1469987,4612.377765,309.5,9.038845727,1635673,5289.266585,300,8.506666667,6483562.5,4643.31102,16480345.5,2318.858712,1302955.5,4024.468546,322,4.430894846,5116584,3598.556452,11603095,9176.65886,5528379,9649.440406,584.5,45.65934066,11603095,9176.65886
1A3_K11,K11,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,11,11,1305.5,1.230749111,1.546779961,11114788,9547.664533,2401.291099,40.77025481,7173914.5,1153.650137,3466664.5,2595.116866,4790,2023.5,2,1,244289.5,3894.936055,63,7.25,3466664.5,2595.116866,17015718,2711.121392,6062370,4526.74074,1493582,4741.495475,297,12.05114943,1522015,5237.34172,289.5,9.206293706,6062370,4526.74074,13992134.5,2232.151439,1175283,4083.347511,278.5,5.345364558,4704132,3560.873454,11122860,9542.483124,5355891.5,10001.11262,535,43.85520362,11122860,9542.483124
1A3_K12,K12,Plate1_drugs,1,FCCP,treated,0.125,2.5,1A3,11,12,1417,1.196582047,1.451730767,12692914,9483.805547,2398.408981,42.4756452,8272108,1155.178731,3750155.5,2602.148403,1749.5,1365.208333,1,1,251192.5,3895.85,67,7.564393939,3750155.5,2602.148403,19756275,2689.134111,6716184,4697.899668,2004328,4456.010328,447.5,10.05108225,2242074.5,5255.007951,441.5,10.58928571,6716184,4697.899668,17546154,2406.774127,2018781,4263.597157,459.5,5.631422351,5579573,3816.335045,12768729.5,9482.022628,5729482,10050.5831,575,43.13928571,12768729.5,9482.022628
1A3_K13,K13,Plate1_drugs,1,FCCP,treated,0.0625,1.25,1A3,11,13,1352,1.212038267,1.470982597,11935656,9585.257378,2419.770156,41.48999716,7951772,1187.953163,3678429,2644.493542,0,0,0,0,222980,3924.12,62,7.25,3678429,2644.493542,18662124,2762.149698,6589082,4705.016556,1739335,4742.567845,368,10.73076923,2095312,5297.330709,392,10.95454545,6589082,4705.016556,16140398,2353.109141,1925763,4284.437237,435,6.095238095,5368455,3786.516008,12012620,9614.052594,5526677,10143.73034,551,49.0625,12012620,9614.052594
1A3_K14,K14,Plate1_drugs,1,FCCP,treated,0.03125,0.625,1A3,11,14,1463.5,1.219891113,1.508744617,14093414,9804.388545,2382.121294,43.16695014,8365607,1195.814911,3909320,2662.942997,0,0,0,0,245529.5,3905.157895,63,7.408333333,3909320,2662.942997,19462243.5,2755.062004,7019175,4766.712623,1492193.5,4686.208196,312.5,9.775919732,2087522,5413.227599,386.5,9.520869565,7019175,4766.712623,15860612,2252.676024,1806723,3970.226722,444.5,5.417857143,5277229,3585.064861,14093528,9791.70562,6187967,10196.26817,613.5,46.36217949,14093528,9791.70562
1A3_K15,K15,Plate1_drugs,1,FCCP,treated,0.015625,0.3125,1A3,11,15,1378.5,1.228019388,1.547116145,11906128.5,9463.245229,2400.741822,41.89460447,8187624.5,1127.453069,3741049,2628.57365,0,0,0,0,236323.5,3884.464375,63,7.118055556,3741049,2628.57365,19388745.5,2691.581675,6816947.5,4827.793905,2051669,4599.041781,447.5,11.25252781,2669609,5396.558523,496,13.4506689,6816947.5,4827.793905,17783044.5,2444.731865,2329242,4455.088278,533,6.663074134,5706655,3989.963277,11902833.5,9466.44313,5459423.5,10077.52926,558,44.99736842,11902833.5,9466.44313
